assignments,relation_constraints,resource_constraints,date_constraints,constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,repair_pct,mu
396,567,7,0,574,6564,335,10564,451,FixerOnly,1.0,200
396,567,7,0,574,6564,335,10796,366,FixerOnly,1.0,200
396,567,7,0,574,6564,335,10483,463,FixerOnly,1.0,200
341,596,8,0,604,1460,393,4432,474,FixerOnly,1.0,200
341,596,8,0,604,1460,393,4375,393,FixerOnly,1.0,200
341,596,8,0,604,1460,393,3786,466,FixerOnly,1.0,200
469,776,19,0,795,106,621,2216,437,FixerOnly,1.0,200
469,776,19,0,795,106,621,2518,450,FixerOnly,1.0,200
469,776,19,0,795,106,621,2262,565,FixerOnly,1.0,200
301,447,14,0,461,76,350,651,395,FixerOnly,1.0,200
301,447,14,0,461,76,350,977,398,FixerOnly,1.0,200
301,447,14,0,461,76,350,1153,311,FixerOnly,1.0,200
276,452,14,0,466,0,402,644,369,FixerOnly,1.0,200
276,452,14,0,466,0,402,691,449,FixerOnly,1.0,200
276,452,14,0,466,0,402,655,483,FixerOnly,1.0,200
463,859,11,0,870,991,637,5581,448,FixerOnly,1.0,200
463,859,11,0,870,991,637,6058,447,FixerOnly,1.0,200
463,859,11,0,870,991,637,6131,448,FixerOnly,1.0,200
442,729,9,0,738,5133,566,8059,593,FixerOnly,1.0,200
442,729,9,0,738,5133,566,8325,555,FixerOnly,1.0,200
442,729,9,0,738,5133,566,6861,558,FixerOnly,1.0,200
376,399,1,0,400,64296,269,57027,458,FixerOnly,1.0,200
376,399,1,0,400,64296,269,57108,362,FixerOnly,1.0,200
376,399,1,0,400,64296,269,57570,340,FixerOnly,1.0,200
385,567,15,0,582,457,422,1729,511,FixerOnly,1.0,200
385,567,15,0,582,457,422,1437,351,FixerOnly,1.0,200
385,567,15,0,582,457,422,1867,563,FixerOnly,1.0,200
396,448,3,0,451,40742,285,32245,452,FixerOnly,1.0,200
396,448,3,0,451,40742,285,32781,420,FixerOnly,1.0,200
396,448,3,0,451,40742,285,31470,427,FixerOnly,1.0,200
198,296,2,0,298,5159,328,5724,498,FixerOnly,1.0,200
198,296,2,0,298,5159,328,6809,400,FixerOnly,1.0,200
198,296,2,0,298,5159,328,7022,426,FixerOnly,1.0,200
241,340,10,0,350,3646,313,3798,343,FixerOnly,1.0,200
241,340,10,0,350,3646,313,3417,394,FixerOnly,1.0,200
241,340,10,0,350,3646,313,3585,407,FixerOnly,1.0,200
231,229,6,0,235,10238,273,6650,310,FixerOnly,1.0,200
231,229,6,0,235,10238,273,6420,268,FixerOnly,1.0,200
231,229,6,0,235,10238,273,6291,321,FixerOnly,1.0,200
55,75,13,0,88,0,215,0,183,FixerOnly,1.0,200
55,75,13,0,88,0,215,0,168,FixerOnly,1.0,200
55,75,13,0,88,0,215,0,167,FixerOnly,1.0,200
101,149,7,0,156,0,297,120,238,FixerOnly,1.0,200
101,149,7,0,156,0,297,136,274,FixerOnly,1.0,200
101,149,7,0,156,0,297,194,206,FixerOnly,1.0,200
329,546,1,0,547,34767,416,30274,460,FixerOnly,1.0,200
329,546,1,0,547,34767,416,28479,570,FixerOnly,1.0,200
329,546,1,0,547,34767,416,28275,583,FixerOnly,1.0,200
360,645,13,0,658,2430,316,3982,448,FixerOnly,1.0,200
360,645,13,0,658,2430,316,3612,446,FixerOnly,1.0,200
360,645,13,0,658,2430,316,3924,400,FixerOnly,1.0,200
90,129,7,0,136,0,479,112,371,FixerOnly,1.0,200
90,129,7,0,136,0,479,91,343,FixerOnly,1.0,200
90,129,7,0,136,0,479,85,305,FixerOnly,1.0,200
241,408,14,0,422,888,281,962,407,FixerOnly,1.0,200
241,408,14,0,422,888,281,1095,409,FixerOnly,1.0,200
241,408,14,0,422,888,281,1015,433,FixerOnly,1.0,200
217,234,13,0,247,155,393,581,426,FixerOnly,1.0,200
217,234,13,0,247,155,393,470,391,FixerOnly,1.0,200
217,234,13,0,247,155,393,397,285,FixerOnly,1.0,200
287,314,10,0,324,4339,291,5773,333,FixerOnly,1.0,200
287,314,10,0,324,4339,291,6459,360,FixerOnly,1.0,200
287,314,10,0,324,4339,291,6133,273,FixerOnly,1.0,200
196,338,19,0,357,0,255,464,390,FixerOnly,1.0,200
196,338,19,0,357,0,255,555,285,FixerOnly,1.0,200
196,338,19,0,357,0,255,643,329,FixerOnly,1.0,200
471,838,19,0,857,50,337,2176,455,FixerOnly,1.0,200
471,838,19,0,857,50,337,1958,442,FixerOnly,1.0,200
471,838,19,0,857,50,337,2129,451,FixerOnly,1.0,200
36,44,12,0,56,0,237,0,136,FixerOnly,1.0,200
36,44,12,0,56,0,237,0,124,FixerOnly,1.0,200
36,44,12,0,56,0,237,0,145,FixerOnly,1.0,200
103,153,10,0,163,2204,228,1182,714,FixerOnly,1.0,200
103,153,10,0,163,2204,228,1099,651,FixerOnly,1.0,200
103,153,10,0,163,2204,228,1125,673,FixerOnly,1.0,200
331,368,1,0,369,53077,251,47976,332,FixerOnly,1.0,200
331,368,1,0,369,53077,251,47314,394,FixerOnly,1.0,200
331,368,1,0,369,53077,251,47513,357,FixerOnly,1.0,200
268,454,2,0,456,5144,602,11004,661,FixerOnly,1.0,200
268,454,2,0,456,5144,602,12667,643,FixerOnly,1.0,200
268,454,2,0,456,5144,602,11870,619,FixerOnly,1.0,200
223,242,13,0,255,640,261,1251,282,FixerOnly,1.0,200
223,242,13,0,255,640,261,1401,301,FixerOnly,1.0,200
223,242,13,0,255,640,261,1345,277,FixerOnly,1.0,200
426,795,17,0,812,662,510,3265,416,FixerOnly,1.0,200
426,795,17,0,812,662,510,3547,440,FixerOnly,1.0,200
426,795,17,0,812,662,510,2877,419,FixerOnly,1.0,200
307,445,6,0,451,2380,325,4996,407,FixerOnly,1.0,200
307,445,6,0,451,2380,325,4329,363,FixerOnly,1.0,200
307,445,6,0,451,2380,325,4701,361,FixerOnly,1.0,200
244,419,3,0,422,1863,416,6252,427,FixerOnly,1.0,200
244,419,3,0,422,1863,416,7614,397,FixerOnly,1.0,200
244,419,3,0,422,1863,416,6130,451,FixerOnly,1.0,200
487,805,8,0,813,5489,489,7961,414,FixerOnly,1.0,200
487,805,8,0,813,5489,489,8400,576,FixerOnly,1.0,200
487,805,8,0,813,5489,489,8200,555,FixerOnly,1.0,200
61,66,8,0,74,0,361,0,219,FixerOnly,1.0,200
61,66,8,0,74,0,361,0,270,FixerOnly,1.0,200
61,66,8,0,74,0,361,21,242,FixerOnly,1.0,200
387,557,14,0,571,1509,348,4708,398,FixerOnly,1.0,200
387,557,14,0,571,1509,348,4984,412,FixerOnly,1.0,200
387,557,14,0,571,1509,348,4835,361,FixerOnly,1.0,200
166,273,3,0,276,1717,355,2675,429,FixerOnly,1.0,200
166,273,3,0,276,1717,355,2659,440,FixerOnly,1.0,200
166,273,3,0,276,1717,355,2898,346,FixerOnly,1.0,200
455,806,15,0,821,955,463,2316,549,FixerOnly,1.0,200
455,806,15,0,821,955,463,2370,529,FixerOnly,1.0,200
455,806,15,0,821,955,463,2959,488,FixerOnly,1.0,200
356,643,2,0,645,25585,440,26282,475,FixerOnly,1.0,200
356,643,2,0,645,25585,440,25081,493,FixerOnly,1.0,200
356,643,2,0,645,25585,440,25200,495,FixerOnly,1.0,200
14,14,4,0,18,0,167,0,75,FixerOnly,1.0,200
14,14,4,0,18,0,167,0,65,FixerOnly,1.0,200
14,14,4,0,18,0,167,0,61,FixerOnly,1.0,200
28,29,3,0,32,0,171,0,133,FixerOnly,1.0,200
28,29,3,0,32,0,171,0,137,FixerOnly,1.0,200
28,29,3,0,32,0,171,0,129,FixerOnly,1.0,200
362,401,9,0,410,5942,326,6001,310,FixerOnly,1.0,200
362,401,9,0,410,5942,326,6212,302,FixerOnly,1.0,200
362,401,9,0,410,5942,326,6019,326,FixerOnly,1.0,200
480,895,11,0,906,527,647,5328,519,FixerOnly,1.0,200
480,895,11,0,906,527,647,4601,596,FixerOnly,1.0,200
480,895,11,0,906,527,647,5385,470,FixerOnly,1.0,200
276,449,7,0,456,1499,542,2545,451,FixerOnly,1.0,200
276,449,7,0,456,1499,542,2349,442,FixerOnly,1.0,200
276,449,7,0,456,1499,542,2354,500,FixerOnly,1.0,200
88,126,14,0,140,0,249,0,269,FixerOnly,1.0,200
88,126,14,0,140,0,249,0,261,FixerOnly,1.0,200
88,126,14,0,140,0,249,0,287,FixerOnly,1.0,200
343,386,13,0,399,1740,357,3076,370,FixerOnly,1.0,200
343,386,13,0,399,1740,357,3342,320,FixerOnly,1.0,200
343,386,13,0,399,1740,357,3582,402,FixerOnly,1.0,200
447,480,4,0,484,39523,662,28143,510,FixerOnly,1.0,200
447,480,4,0,484,39523,662,28826,536,FixerOnly,1.0,200
447,480,4,0,484,39523,662,29664,387,FixerOnly,1.0,200
310,451,18,0,469,40,485,1140,418,FixerOnly,1.0,200
310,451,18,0,469,40,485,1263,319,FixerOnly,1.0,200
310,451,18,0,469,40,485,1106,360,FixerOnly,1.0,200
11,11,9,0,20,0,215,0,42,FixerOnly,1.0,200
11,11,9,0,20,0,215,0,40,FixerOnly,1.0,200
11,11,9,0,20,0,215,0,31,FixerOnly,1.0,200
163,296,1,0,297,5190,322,7695,394,FixerOnly,1.0,200
163,296,1,0,297,5190,322,8653,387,FixerOnly,1.0,200
163,296,1,0,297,5190,322,8301,394,FixerOnly,1.0,200
78,107,3,0,110,404,281,736,362,FixerOnly,1.0,200
78,107,3,0,110,404,281,682,266,FixerOnly,1.0,200
78,107,3,0,110,404,281,685,313,FixerOnly,1.0,200
11,8,11,0,19,0,43,0,57,FixerOnly,1.0,200
11,8,11,0,19,0,43,0,56,FixerOnly,1.0,200
11,8,11,0,19,0,43,0,43,FixerOnly,1.0,200
175,245,7,0,252,146,472,492,478,FixerOnly,1.0,200
175,245,7,0,252,146,472,431,442,FixerOnly,1.0,200
175,245,7,0,252,146,472,456,380,FixerOnly,1.0,200
67,96,17,0,113,0,307,0,233,FixerOnly,1.0,200
67,96,17,0,113,0,307,0,211,FixerOnly,1.0,200
67,96,17,0,113,0,307,0,210,FixerOnly,1.0,200
291,488,10,0,498,227,730,2321,541,FixerOnly,1.0,200
291,488,10,0,498,227,730,2375,518,FixerOnly,1.0,200
291,488,10,0,498,227,730,1833,530,FixerOnly,1.0,200
363,401,10,0,411,7012,349,6965,313,FixerOnly,1.0,200
363,401,10,0,411,7012,349,6687,301,FixerOnly,1.0,200
363,401,10,0,411,7012,349,7395,260,FixerOnly,1.0,200
127,191,8,0,199,0,420,222,415,FixerOnly,1.0,200
127,191,8,0,199,0,420,242,355,FixerOnly,1.0,200
127,191,8,0,199,0,420,328,363,FixerOnly,1.0,200
419,455,5,0,460,37581,351,27888,292,FixerOnly,1.0,200
419,455,5,0,460,37581,351,26713,359,FixerOnly,1.0,200
419,455,5,0,460,37581,351,26998,331,FixerOnly,1.0,200
386,668,9,0,677,1013,361,4244,539,FixerOnly,1.0,200
386,668,9,0,677,1013,361,4061,398,FixerOnly,1.0,200
386,668,9,0,677,1013,361,3892,465,FixerOnly,1.0,200
173,294,7,0,301,897,292,1392,417,FixerOnly,1.0,200
173,294,7,0,301,897,292,1591,328,FixerOnly,1.0,200
173,294,7,0,301,897,292,1081,392,FixerOnly,1.0,200
174,170,10,0,180,3726,268,3753,250,FixerOnly,1.0,200
174,170,10,0,180,3726,268,3504,233,FixerOnly,1.0,200
174,170,10,0,180,3726,268,3531,263,FixerOnly,1.0,200
152,257,11,0,268,0,227,281,286,FixerOnly,1.0,200
152,257,11,0,268,0,227,171,286,FixerOnly,1.0,200
152,257,11,0,268,0,227,233,269,FixerOnly,1.0,200
334,558,6,0,564,1820,677,5141,469,FixerOnly,1.0,200
334,558,6,0,564,1820,677,6149,464,FixerOnly,1.0,200
334,558,6,0,564,1820,677,6293,415,FixerOnly,1.0,200
412,730,2,0,732,17802,542,19308,456,FixerOnly,1.0,200
412,730,2,0,732,17802,542,19542,439,FixerOnly,1.0,200
412,730,2,0,732,17802,542,20464,516,FixerOnly,1.0,200
426,457,5,0,462,26150,406,16389,418,FixerOnly,1.0,200
426,457,5,0,462,26150,406,16967,397,FixerOnly,1.0,200
426,457,5,0,462,26150,406,18844,343,FixerOnly,1.0,200
84,134,5,0,139,3550,314,2169,1417,FixerOnly,1.0,200
84,134,5,0,139,3550,314,2237,1294,FixerOnly,1.0,200
84,134,5,0,139,3550,314,2220,1369,FixerOnly,1.0,200
487,823,12,0,835,1244,459,5262,518,FixerOnly,1.0,200
487,823,12,0,835,1244,459,6009,442,FixerOnly,1.0,200
487,823,12,0,835,1244,459,5285,539,FixerOnly,1.0,200
369,541,4,0,545,12217,516,13313,476,FixerOnly,1.0,200
369,541,4,0,545,12217,516,13406,511,FixerOnly,1.0,200
369,541,4,0,545,12217,516,14607,376,FixerOnly,1.0,200
385,620,15,0,635,3049,474,4780,425,FixerOnly,1.0,200
385,620,15,0,635,3049,474,5120,435,FixerOnly,1.0,200
385,620,15,0,635,3049,474,3428,447,FixerOnly,1.0,200
75,72,11,0,83,390,180,79,224,FixerOnly,1.0,200
75,72,11,0,83,390,180,112,226,FixerOnly,1.0,200
75,72,11,0,83,390,180,62,236,FixerOnly,1.0,200
263,414,7,0,421,2190,423,4168,428,FixerOnly,1.0,200
263,414,7,0,421,2190,423,4113,471,FixerOnly,1.0,200
263,414,7,0,421,2190,423,4178,448,FixerOnly,1.0,200
444,659,3,0,662,26118,475,22903,430,FixerOnly,1.0,200
444,659,3,0,662,26118,475,21867,480,FixerOnly,1.0,200
444,659,3,0,662,26118,475,22520,422,FixerOnly,1.0,200
253,274,5,0,279,10967,196,5919,356,FixerOnly,1.0,200
253,274,5,0,279,10967,196,5891,324,FixerOnly,1.0,200
253,274,5,0,279,10967,196,6452,249,FixerOnly,1.0,200
413,614,12,0,626,5606,349,6104,439,FixerOnly,1.0,200
413,614,12,0,626,5606,349,6592,468,FixerOnly,1.0,200
413,614,12,0,626,5606,349,6485,414,FixerOnly,1.0,200
438,778,12,0,790,459,633,2777,508,FixerOnly,1.0,200
438,778,12,0,790,459,633,2834,490,FixerOnly,1.0,200
438,778,12,0,790,459,633,2709,491,FixerOnly,1.0,200
74,97,5,0,102,0,266,63,341,FixerOnly,1.0,200
74,97,5,0,102,0,266,58,195,FixerOnly,1.0,200
74,97,5,0,102,0,266,36,329,FixerOnly,1.0,200
139,158,17,0,175,0,305,41,282,FixerOnly,1.0,200
139,158,17,0,175,0,305,43,280,FixerOnly,1.0,200
139,158,17,0,175,0,305,53,234,FixerOnly,1.0,200
112,128,19,0,147,1628,283,752,913,FixerOnly,1.0,200
112,128,19,0,147,1628,283,793,858,FixerOnly,1.0,200
112,128,19,0,147,1628,283,774,881,FixerOnly,1.0,200
421,602,14,0,616,2787,535,4679,526,FixerOnly,1.0,200
421,602,14,0,616,2787,535,4163,432,FixerOnly,1.0,200
421,602,14,0,616,2787,535,4170,470,FixerOnly,1.0,200
474,527,18,0,545,2620,351,6203,326,FixerOnly,1.0,200
474,527,18,0,545,2620,351,5918,328,FixerOnly,1.0,200
474,527,18,0,545,2620,351,6211,328,FixerOnly,1.0,200
131,218,8,0,226,0,262,252,281,FixerOnly,1.0,200
131,218,8,0,226,0,262,382,307,FixerOnly,1.0,200
131,218,8,0,226,0,262,314,306,FixerOnly,1.0,200
90,116,14,0,130,119,276,25,207,FixerOnly,1.0,200
90,116,14,0,130,119,276,60,268,FixerOnly,1.0,200
90,116,14,0,130,119,276,60,308,FixerOnly,1.0,200
391,621,17,0,638,125,650,1675,587,FixerOnly,1.0,200
391,621,17,0,638,125,650,1355,538,FixerOnly,1.0,200
391,621,17,0,638,125,650,1328,508,FixerOnly,1.0,200
260,459,18,0,477,514,287,670,436,FixerOnly,1.0,200
260,459,18,0,477,514,287,761,399,FixerOnly,1.0,200
260,459,18,0,477,514,287,696,370,FixerOnly,1.0,200
499,708,1,0,709,64126,462,64038,494,FixerOnly,1.0,200
499,708,1,0,709,64126,462,64753,638,FixerOnly,1.0,200
499,708,1,0,709,64126,462,62566,652,FixerOnly,1.0,200
274,285,9,0,294,1326,315,2199,226,FixerOnly,1.0,200
274,285,9,0,294,1326,315,1420,289,FixerOnly,1.0,200
274,285,9,0,294,1326,315,2129,324,FixerOnly,1.0,200
438,608,5,0,613,16485,488,15640,574,FixerOnly,1.0,200
438,608,5,0,613,16485,488,17360,512,FixerOnly,1.0,200
438,608,5,0,613,16485,488,16398,483,FixerOnly,1.0,200
287,390,16,0,406,6,438,970,387,FixerOnly,1.0,200
287,390,16,0,406,6,438,1174,467,FixerOnly,1.0,200
287,390,16,0,406,6,438,816,383,FixerOnly,1.0,200
216,232,11,0,243,1157,306,1669,335,FixerOnly,1.0,200
216,232,11,0,243,1157,306,1853,372,FixerOnly,1.0,200
216,232,11,0,243,1157,306,2151,308,FixerOnly,1.0,200
326,363,12,0,375,1477,384,3947,352,FixerOnly,1.0,200
326,363,12,0,375,1477,384,3948,349,FixerOnly,1.0,200
326,363,12,0,375,1477,384,4055,380,FixerOnly,1.0,200
202,299,19,0,318,0,454,419,407,FixerOnly,1.0,200
202,299,19,0,318,0,454,503,367,FixerOnly,1.0,200
202,299,19,0,318,0,454,344,378,FixerOnly,1.0,200
412,583,7,0,590,11348,304,8901,413,FixerOnly,1.0,200
412,583,7,0,590,11348,304,9562,377,FixerOnly,1.0,200
412,583,7,0,590,11348,304,9206,514,FixerOnly,1.0,200
97,145,19,0,164,0,331,0,280,FixerOnly,1.0,200
97,145,19,0,164,0,331,2,359,FixerOnly,1.0,200
97,145,19,0,164,0,331,0,278,FixerOnly,1.0,200
449,824,15,0,839,184,618,2965,452,FixerOnly,1.0,200
449,824,15,0,839,184,618,2992,481,FixerOnly,1.0,200
449,824,15,0,839,184,618,2916,528,FixerOnly,1.0,200
40,35,18,0,53,0,96,0,106,FixerOnly,1.0,200
40,35,18,0,53,0,96,0,111,FixerOnly,1.0,200
40,35,18,0,53,0,96,0,135,FixerOnly,1.0,200
279,389,7,0,396,909,293,2053,440,FixerOnly,1.0,200
279,389,7,0,396,909,293,2027,450,FixerOnly,1.0,200
279,389,7,0,396,909,293,2193,461,FixerOnly,1.0,200
88,124,9,0,133,0,253,1,253,FixerOnly,1.0,200
88,124,9,0,133,0,253,2,219,FixerOnly,1.0,200
88,124,9,0,133,0,253,3,264,FixerOnly,1.0,200
133,181,13,0,194,32,319,58,353,FixerOnly,1.0,200
133,181,13,0,194,32,319,78,391,FixerOnly,1.0,200
133,181,13,0,194,32,319,40,329,FixerOnly,1.0,200
226,309,8,0,317,1663,477,1555,314,FixerOnly,1.0,200
226,309,8,0,317,1663,477,2012,290,FixerOnly,1.0,200
226,309,8,0,317,1663,477,1665,325,FixerOnly,1.0,200
407,762,17,0,779,165,443,1756,508,FixerOnly,1.0,200
407,762,17,0,779,165,443,1720,497,FixerOnly,1.0,200
407,762,17,0,779,165,443,1854,464,FixerOnly,1.0,200
303,484,18,0,502,464,454,1411,426,FixerOnly,1.0,200
303,484,18,0,502,464,454,857,354,FixerOnly,1.0,200
303,484,18,0,502,464,454,1024,359,FixerOnly,1.0,200
50,53,4,0,57,0,156,0,222,FixerOnly,1.0,200
50,53,4,0,57,0,156,0,173,FixerOnly,1.0,200
50,53,4,0,57,0,156,0,192,FixerOnly,1.0,200
311,450,7,0,457,1822,409,3394,450,FixerOnly,1.0,200
311,450,7,0,457,1822,409,2622,347,FixerOnly,1.0,200
311,450,7,0,457,1822,409,2710,430,FixerOnly,1.0,200
168,185,11,0,196,322,362,628,290,FixerOnly,1.0,200
168,185,11,0,196,322,362,784,224,FixerOnly,1.0,200
168,185,11,0,196,322,362,827,291,FixerOnly,1.0,200
28,34,10,0,44,0,175,0,117,FixerOnly,1.0,200
28,34,10,0,44,0,175,0,110,FixerOnly,1.0,200
28,34,10,0,44,0,175,0,127,FixerOnly,1.0,200
329,612,15,0,627,20,359,1347,383,FixerOnly,1.0,200
329,612,15,0,627,20,359,1496,354,FixerOnly,1.0,200
329,612,15,0,627,20,359,1263,378,FixerOnly,1.0,200
496,883,17,0,900,637,362,3718,416,FixerOnly,1.0,200
496,883,17,0,900,637,362,2951,438,FixerOnly,1.0,200
496,883,17,0,900,637,362,3636,433,FixerOnly,1.0,200
497,582,4,0,586,32503,430,27606,459,FixerOnly,1.0,200
497,582,4,0,586,32503,430,27808,485,FixerOnly,1.0,200
497,582,4,0,586,32503,430,27761,394,FixerOnly,1.0,200
378,630,19,0,649,256,597,2283,485,FixerOnly,1.0,200
378,630,19,0,649,256,597,1671,459,FixerOnly,1.0,200
378,630,19,0,649,256,597,2456,482,FixerOnly,1.0,200
187,264,9,0,273,0,378,534,435,FixerOnly,1.0,200
187,264,9,0,273,0,378,543,407,FixerOnly,1.0,200
187,264,9,0,273,0,378,472,434,FixerOnly,1.0,200
63,87,17,0,104,0,163,0,206,FixerOnly,1.0,200
63,87,17,0,104,0,163,0,189,FixerOnly,1.0,200
63,87,17,0,104,0,163,0,209,FixerOnly,1.0,200
86,131,12,0,143,0,209,21,299,FixerOnly,1.0,200
86,131,12,0,143,0,209,39,248,FixerOnly,1.0,200
86,131,12,0,143,0,209,48,293,FixerOnly,1.0,200
228,396,16,0,412,0,463,408,439,FixerOnly,1.0,200
228,396,16,0,412,0,463,445,500,FixerOnly,1.0,200
228,396,16,0,412,0,463,353,417,FixerOnly,1.0,200
389,443,13,0,456,2237,313,4717,403,FixerOnly,1.0,200
389,443,13,0,456,2237,313,4895,365,FixerOnly,1.0,200
389,443,13,0,456,2237,313,4479,372,FixerOnly,1.0,200
246,439,2,0,441,24576,407,17819,469,FixerOnly,1.0,200
246,439,2,0,441,24576,407,18032,458,FixerOnly,1.0,200
246,439,2,0,441,24576,407,17244,472,FixerOnly,1.0,200
31,34,19,0,53,0,178,0,128,FixerOnly,1.0,200
31,34,19,0,53,0,178,0,134,FixerOnly,1.0,200
31,34,19,0,53,0,178,0,118,FixerOnly,1.0,200
419,619,14,0,633,1883,414,2844,442,FixerOnly,1.0,200
419,619,14,0,633,1883,414,2419,442,FixerOnly,1.0,200
419,619,14,0,633,1883,414,2506,430,FixerOnly,1.0,200
376,627,14,0,641,1327,455,2706,362,FixerOnly,1.0,200
376,627,14,0,641,1327,455,3123,436,FixerOnly,1.0,200
376,627,14,0,641,1327,455,2407,550,FixerOnly,1.0,200
473,496,13,0,509,11514,506,11310,361,FixerOnly,1.0,200
473,496,13,0,509,11514,506,11267,444,FixerOnly,1.0,200
473,496,13,0,509,11514,506,11258,308,FixerOnly,1.0,200
261,272,2,0,274,17316,235,9370,280,FixerOnly,1.0,200
261,272,2,0,274,17316,235,9758,293,FixerOnly,1.0,200
261,272,2,0,274,17316,235,9080,289,FixerOnly,1.0,200
416,709,7,0,716,6173,448,8657,494,FixerOnly,1.0,200
416,709,7,0,716,6173,448,9841,482,FixerOnly,1.0,200
416,709,7,0,716,6173,448,9226,544,FixerOnly,1.0,200
79,101,12,0,113,57,185,0,208,FixerOnly,1.0,200
79,101,12,0,113,57,185,0,234,FixerOnly,1.0,200
79,101,12,0,113,57,185,0,206,FixerOnly,1.0,200
223,322,19,0,341,264,303,251,355,FixerOnly,1.0,200
223,322,19,0,341,264,303,410,293,FixerOnly,1.0,200
223,322,19,0,341,264,303,102,418,FixerOnly,1.0,200
238,373,17,0,390,0,421,777,468,FixerOnly,1.0,200
238,373,17,0,390,0,421,614,375,FixerOnly,1.0,200
238,373,17,0,390,0,421,454,437,FixerOnly,1.0,200
146,263,2,0,265,3749,289,5703,303,FixerOnly,1.0,200
146,263,2,0,265,3749,289,5449,345,FixerOnly,1.0,200
146,263,2,0,265,3749,289,5739,329,FixerOnly,1.0,200
327,458,18,0,476,269,472,1356,418,FixerOnly,1.0,200
327,458,18,0,476,269,472,1214,328,FixerOnly,1.0,200
327,458,18,0,476,269,472,789,388,FixerOnly,1.0,200
207,337,8,0,345,0,496,628,519,FixerOnly,1.0,200
207,337,8,0,345,0,496,725,474,FixerOnly,1.0,200
207,337,8,0,345,0,496,745,532,FixerOnly,1.0,200
193,320,14,0,334,311,415,365,426,FixerOnly,1.0,200
193,320,14,0,334,311,415,234,309,FixerOnly,1.0,200
193,320,14,0,334,311,415,411,420,FixerOnly,1.0,200
198,297,17,0,314,32,532,115,447,FixerOnly,1.0,200
198,297,17,0,314,32,532,71,532,FixerOnly,1.0,200
198,297,17,0,314,32,532,84,435,FixerOnly,1.0,200
325,604,5,0,609,11676,380,9798,456,FixerOnly,1.0,200
325,604,5,0,609,11676,380,9455,443,FixerOnly,1.0,200
325,604,5,0,609,11676,380,9219,449,FixerOnly,1.0,200
62,80,4,0,84,0,367,28,320,FixerOnly,1.0,200
62,80,4,0,84,0,367,33,345,FixerOnly,1.0,200
62,80,4,0,84,0,367,5,370,FixerOnly,1.0,200
404,447,19,0,466,4147,644,4756,460,FixerOnly,1.0,200
404,447,19,0,466,4147,644,4964,424,FixerOnly,1.0,200
404,447,19,0,466,4147,644,4869,412,FixerOnly,1.0,200
266,460,5,0,465,5342,655,6761,458,FixerOnly,1.0,200
266,460,5,0,465,5342,655,5787,602,FixerOnly,1.0,200
266,460,5,0,465,5342,655,6502,588,FixerOnly,1.0,200
156,254,17,0,271,0,450,189,298,FixerOnly,1.0,200
156,254,17,0,271,0,450,234,363,FixerOnly,1.0,200
156,254,17,0,271,0,450,66,372,FixerOnly,1.0,200
431,717,4,0,721,7847,811,12884,632,FixerOnly,1.0,200
431,717,4,0,721,7847,811,13087,547,FixerOnly,1.0,200
431,717,4,0,721,7847,811,12163,608,FixerOnly,1.0,200
395,705,8,0,713,3228,397,6370,383,FixerOnly,1.0,200
395,705,8,0,713,3228,397,6071,381,FixerOnly,1.0,200
395,705,8,0,713,3228,397,7021,376,FixerOnly,1.0,200
194,336,4,0,340,824,445,2216,398,FixerOnly,1.0,200
194,336,4,0,340,824,445,1862,371,FixerOnly,1.0,200
194,336,4,0,340,824,445,2063,380,FixerOnly,1.0,200
62,78,2,0,80,0,196,251,316,FixerOnly,1.0,200
62,78,2,0,80,0,196,157,371,FixerOnly,1.0,200
62,78,2,0,80,0,196,201,391,FixerOnly,1.0,200
252,408,10,0,418,130,527,914,555,FixerOnly,1.0,200
252,408,10,0,418,130,527,1136,459,FixerOnly,1.0,200
252,408,10,0,418,130,527,1134,447,FixerOnly,1.0,200
184,308,1,0,309,12326,324,7807,472,FixerOnly,1.0,200
184,308,1,0,309,12326,324,8309,441,FixerOnly,1.0,200
184,308,1,0,309,12326,324,9256,394,FixerOnly,1.0,200
210,300,8,0,308,207,336,1401,349,FixerOnly,1.0,200
210,300,8,0,308,207,336,1509,391,FixerOnly,1.0,200
210,300,8,0,308,207,336,1562,289,FixerOnly,1.0,200
425,779,14,0,793,927,460,3564,524,FixerOnly,1.0,200
425,779,14,0,793,927,460,4351,531,FixerOnly,1.0,200
425,779,14,0,793,927,460,3967,505,FixerOnly,1.0,200
87,127,10,0,137,0,345,0,286,FixerOnly,1.0,200
87,127,10,0,137,0,345,3,343,FixerOnly,1.0,200
87,127,10,0,137,0,345,0,433,FixerOnly,1.0,200
181,297,3,0,300,4167,364,4057,376,FixerOnly,1.0,200
181,297,3,0,300,4167,364,4152,316,FixerOnly,1.0,200
181,297,3,0,300,4167,364,3580,430,FixerOnly,1.0,200
100,96,16,0,112,0,181,13,216,FixerOnly,1.0,200
100,96,16,0,112,0,181,20,210,FixerOnly,1.0,200
100,96,16,0,112,0,181,0,225,FixerOnly,1.0,200
104,159,11,0,170,0,246,8,330,FixerOnly,1.0,200
104,159,11,0,170,0,246,32,308,FixerOnly,1.0,200
104,159,11,0,170,0,246,52,337,FixerOnly,1.0,200
495,549,5,0,554,38978,471,32796,535,FixerOnly,1.0,200
