assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
90,130,116,14,0,119.0,276,0.0,257,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
391,638,621,17,0,125.0,650,0.0,687,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
260,477,459,18,0,514.0,287,0.0,391,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
260,477,459,18,0,514.0,287,0.0,381,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
260,477,459,18,0,514.0,287,0.0,388,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
499,709,708,1,0,64126.0,462,26910.0,887,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
499,709,708,1,0,64126.0,462,25462.0,904,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
499,709,708,1,0,64126.0,462,25588.0,933,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
274,294,285,9,0,1326.0,315,0.0,302,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
274,294,285,9,0,1326.0,315,0.0,300,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
274,294,285,9,0,1326.0,315,0.0,347,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
438,613,608,5,0,16485.0,488,399.0,840,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
438,613,608,5,0,16485.0,488,370.0,723,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
438,613,608,5,0,16485.0,488,166.0,695,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
287,406,390,16,0,6.0,438,0.0,485,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
287,406,390,16,0,6.0,438,0.0,510,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
287,406,390,16,0,6.0,438,0.0,495,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
216,243,232,11,0,1157.0,306,0.0,369,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
216,243,232,11,0,1157.0,306,0.0,353,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
216,243,232,11,0,1157.0,306,0.0,341,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
326,375,363,12,0,1477.0,384,0.0,449,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
326,375,363,12,0,1477.0,384,0.0,426,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
326,375,363,12,0,1477.0,384,0.0,459,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
202,318,299,19,0,0.0,454,0.0,430,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
202,318,299,19,0,0.0,454,0.0,449,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
202,318,299,19,0,0.0,454,0.0,456,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
412,590,583,7,0,11348.0,304,2.0,519,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
412,590,583,7,0,11348.0,304,4.0,485,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
412,590,583,7,0,11348.0,304,0.0,518,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
97,164,145,19,0,0.0,331,0.0,314,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
97,164,145,19,0,0.0,331,0.0,311,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
97,164,145,19,0,0.0,331,0.0,324,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
449,839,824,15,0,184.0,618,0.0,682,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
40,53,35,18,0,0.0,96,0.0,81,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
40,53,35,18,0,0.0,96,0.0,65,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
40,53,35,18,0,0.0,96,0.0,78,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
279,396,389,7,0,909.0,293,0.0,418,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
279,396,389,7,0,909.0,293,0.0,410,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
279,396,389,7,0,909.0,293,0.0,484,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
88,133,124,9,0,0.0,253,0.0,216,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
88,133,124,9,0,0.0,253,0.0,221,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
88,133,124,9,0,0.0,253,0.0,222,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
133,194,181,13,0,32.0,319,0.0,359,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
133,194,181,13,0,32.0,319,0.0,330,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
133,194,181,13,0,32.0,319,0.0,336,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
226,317,309,8,0,1663.0,477,0.0,433,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
226,317,309,8,0,1663.0,477,0.0,451,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
226,317,309,8,0,1663.0,477,0.0,448,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
407,779,762,17,0,165.0,443,0.0,506,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
407,779,762,17,0,165.0,443,0.0,522,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
407,779,762,17,0,165.0,443,0.0,515,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
303,502,484,18,0,464.0,454,0.0,499,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
303,502,484,18,0,464.0,454,0.0,514,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
303,502,484,18,0,464.0,454,0.0,502,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
50,57,53,4,0,0.0,156,0.0,110,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
50,57,53,4,0,0.0,156,0.0,132,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
50,57,53,4,0,0.0,156,0.0,119,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
311,457,450,7,0,1822.0,409,0.0,446,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
311,457,450,7,0,1822.0,409,0.0,452,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
311,457,450,7,0,1822.0,409,0.0,456,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
168,196,185,11,0,322.0,362,0.0,363,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
168,196,185,11,0,322.0,362,0.0,351,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
168,196,185,11,0,322.0,362,0.0,372,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
329,627,612,15,0,20.0,359,0.0,409,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
329,627,612,15,0,20.0,359,0.0,425,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
329,627,612,15,0,20.0,359,0.0,432,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
496,900,883,17,0,637.0,362,0.0,478,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
496,900,883,17,0,637.0,362,0.0,451,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
496,900,883,17,0,637.0,362,0.0,476,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
497,586,582,4,0,32503.0,430,1265.0,721,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
497,586,582,4,0,32503.0,430,1996.0,717,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
497,586,582,4,0,32503.0,430,2018.0,689,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
378,649,630,19,0,256.0,597,0.0,738,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
378,649,630,19,0,256.0,597,0.0,643,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
378,649,630,19,0,256.0,597,0.0,690,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
187,273,264,9,0,0.0,378,0.0,355,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
187,273,264,9,0,0.0,378,0.0,378,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
187,273,264,9,0,0.0,378,0.0,383,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
63,104,87,17,0,0.0,163,0.0,152,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
63,104,87,17,0,0.0,163,0.0,201,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
63,104,87,17,0,0.0,163,0.0,155,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
86,143,131,12,0,0.0,209,0.0,240,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
86,143,131,12,0,0.0,209,0.0,237,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
86,143,131,12,0,0.0,209,0.0,256,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,412,396,16,0,0.0,463,0.0,477,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,412,396,16,0,0.0,463,0.0,478,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
228,412,396,16,0,0.0,463,0.0,479,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
389,456,443,13,0,2237.0,313,0.0,390,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
389,456,443,13,0,2237.0,313,0.0,465,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
389,456,443,13,0,2237.0,313,0.0,395,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
246,441,439,2,0,24576.0,407,690.0,592,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
246,441,439,2,0,24576.0,407,681.0,593,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
246,441,439,2,0,24576.0,407,1259.0,563,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
31,53,34,19,0,0.0,178,0.0,149,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
419,633,619,14,0,1883.0,414,0.0,529,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
419,633,619,14,0,1883.0,414,0.0,530,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
419,633,619,14,0,1883.0,414,0.0,568,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
376,641,627,14,0,1327.0,455,0.0,543,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
376,641,627,14,0,1327.0,455,0.0,581,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
376,641,627,14,0,1327.0,455,0.0,540,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
473,509,496,13,0,11514.0,506,0.0,669,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
473,509,496,13,0,11514.0,506,2.0,619,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
473,509,496,13,0,11514.0,506,0.0,632,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
261,274,272,2,0,17316.0,235,0.0,340,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
261,274,272,2,0,17316.0,235,0.0,350,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
261,274,272,2,0,17316.0,235,0.0,344,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
416,716,709,7,0,6173.0,448,25.0,626,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
416,716,709,7,0,6173.0,448,28.0,578,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
416,716,709,7,0,6173.0,448,47.0,599,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
79,113,101,12,0,57.0,185,0.0,203,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
79,113,101,12,0,57.0,185,0.0,193,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
79,113,101,12,0,57.0,185,0.0,189,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
223,341,322,19,0,264.0,303,0.0,345,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
223,341,322,19,0,264.0,303,0.0,375,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
223,341,322,19,0,264.0,303,0.0,366,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
238,390,373,17,0,0.0,421,0.0,469,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
238,390,373,17,0,0.0,421,0.0,454,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
238,390,373,17,0,0.0,421,0.0,474,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
146,265,263,2,0,3749.0,289,0.0,365,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
146,265,263,2,0,3749.0,289,0.0,330,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
146,265,263,2,0,3749.0,289,0.0,350,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
327,476,458,18,0,269.0,472,0.0,519,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
327,476,458,18,0,269.0,472,0.0,529,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
327,476,458,18,0,269.0,472,0.0,514,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
207,345,337,8,0,0.0,496,0.0,490,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
193,334,320,14,0,311.0,415,0.0,445,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
193,334,320,14,0,311.0,415,0.0,435,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
193,334,320,14,0,311.0,415,0.0,446,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
198,314,297,17,0,32.0,532,0.0,570,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
198,314,297,17,0,32.0,532,0.0,601,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
198,314,297,17,0,32.0,532,0.0,582,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
325,609,604,5,0,11676.0,380,30.0,562,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
325,609,604,5,0,11676.0,380,158.0,669,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
325,609,604,5,0,11676.0,380,15.0,612,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
62,84,80,4,0,0.0,367,0.0,363,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
62,84,80,4,0,0.0,367,0.0,336,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
62,84,80,4,0,0.0,367,0.0,359,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
404,466,447,19,0,4147.0,644,1003.0,648,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
404,466,447,19,0,4147.0,644,883.0,680,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
404,466,447,19,0,4147.0,644,1029.0,683,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
266,465,460,5,0,5342.0,655,0.0,746,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
266,465,460,5,0,5342.0,655,0.0,735,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
266,465,460,5,0,5342.0,655,0.0,767,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
156,271,254,17,0,0.0,450,0.0,398,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
156,271,254,17,0,0.0,450,0.0,397,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
156,271,254,17,0,0.0,450,0.0,401,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
431,721,717,4,0,7847.0,811,0.0,1020,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
431,721,717,4,0,7847.0,811,0.0,891,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
431,721,717,4,0,7847.0,811,11.0,915,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
395,713,705,8,0,3228.0,397,0.0,511,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
395,713,705,8,0,3228.0,397,0.0,470,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
395,713,705,8,0,3228.0,397,0.0,468,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
194,340,336,4,0,824.0,445,0.0,471,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
194,340,336,4,0,824.0,445,0.0,470,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
194,340,336,4,0,824.0,445,0.0,464,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
252,418,408,10,0,130.0,527,0.0,587,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
252,418,408,10,0,130.0,527,0.0,590,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
252,418,408,10,0,130.0,527,0.0,574,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
184,309,308,1,0,12326.0,324,0.0,568,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
184,309,308,1,0,12326.0,324,0.0,476,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
184,309,308,1,0,12326.0,324,0.0,501,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
210,308,300,8,0,207.0,336,0.0,348,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
210,308,300,8,0,207.0,336,0.0,329,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
210,308,300,8,0,207.0,336,0.0,357,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
425,793,779,14,0,927.0,460,0.0,618,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
425,793,779,14,0,927.0,460,0.0,611,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
425,793,779,14,0,927.0,460,0.0,616,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
87,137,127,10,0,0.0,345,0.0,322,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
87,137,127,10,0,0.0,345,0.0,341,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
87,137,127,10,0,0.0,345,0.0,329,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
181,300,297,3,0,4167.0,364,0.0,393,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
181,300,297,3,0,4167.0,364,0.0,397,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
181,300,297,3,0,4167.0,364,0.0,394,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
100,112,96,16,0,0.0,181,0.0,189,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
100,112,96,16,0,0.0,181,0.0,197,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
100,112,96,16,0,0.0,181,0.0,186,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
104,170,159,11,0,0.0,246,0.0,277,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
104,170,159,11,0,0.0,246,0.0,286,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
104,170,159,11,0,0.0,246,0.0,261,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
495,554,549,5,0,38978.0,471,1268.0,750,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
495,554,549,5,0,38978.0,471,2003.0,724,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
495,554,549,5,0,38978.0,471,2131.0,761,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
105,119,104,15,0,0.0,361,0.0,290,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
105,119,104,15,0,0.0,361,0.0,299,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
105,119,104,15,0,0.0,361,0.0,293,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
94,130,128,2,0,72.0,347,0.0,266,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
94,130,128,2,0,72.0,347,0.0,277,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
39,53,48,5,0,0.0,84,0.0,72,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
39,53,48,5,0,0.0,84,0.0,71,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
39,53,48,5,0,0.0,84,0.0,74,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
207,340,331,9,0,0.0,388,0.0,444,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
207,340,331,9,0,0.0,388,0.0,426,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
207,340,331,9,0,0.0,388,0.0,406,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
137,264,248,16,0,0.0,382,0.0,385,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
137,264,248,16,0,0.0,382,0.0,350,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
137,264,248,16,0,0.0,382,0.0,360,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
16,31,19,12,0,0.0,139,0.0,34,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
16,31,19,12,0,0.0,139,0.0,21,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
16,31,19,12,0,0.0,139,0.0,16,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
491,525,523,2,0,63623.0,337,13674.0,537,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
491,525,523,2,0,63623.0,337,14360.0,578,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
491,525,523,2,0,63623.0,337,13669.0,600,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
153,245,226,19,0,0.0,338,0.0,319,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
153,245,226,19,0,0.0,338,0.0,298,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
153,245,226,19,0,0.0,338,0.0,335,MuPlusLambda,200.0,200.0,0.5,0.5,1.0,0.5,0.0,2.0,0.5
